Student_Id,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Total Score,Pass/Fail
597,female,group C,some college,standard,none,54,48,52,154,P
598,female,group D,some college,free/reduced,completed,59,78,76,213,P
599,female,group B,some high school,standard,none,66,69,68,203,P
600,male,group E,some college,standard,none,76,71,72,219,P
601,female,group D,master's degree,standard,none,74,79,82,235,P
602,female,group B,associate's degree,standard,completed,94,87,92,273,P
603,male,group C,some college,free/reduced,none,63,61,54,178,P
604,female,group E,associate's degree,standard,completed,95,89,92,276,P
605,female,group D,master's degree,free/reduced,none,40,59,54,153,F
606,female,group B,some high school,standard,none,82,82,80,244,P
607,male,group A,high school,standard,none,68,70,66,204,P
608,male,group B,bachelor's degree,free/reduced,none,55,59,54,168,P
609,male,group C,master's degree,standard,none,79,78,77,234,P
610,female,group C,bachelor's degree,standard,none,86,92,87,265,P
611,male,group D,some college,standard,none,76,71,73,220,P
612,male,group A,some high school,standard,none,64,50,43,157,P
613,male,group D,some high school,free/reduced,none,62,49,52,163,P
614,female,group B,some high school,standard,completed,54,61,62,177,P
615,female,group B,master's degree,free/reduced,completed,77,97,94,268,P
616,female,group C,some high school,standard,completed,76,87,85,248,P
617,female,group D,some college,standard,none,74,89,84,247,P
618,female,group E,some college,standard,completed,66,74,73,213,P
619,female,group D,some high school,standard,completed,66,78,78,222,P
620,female,group B,high school,free/reduced,completed,67,78,79,224,P
621,male,group D,some college,standard,none,71,49,52,172,P
622,female,group C,associate's degree,standard,none,91,86,84,261,P
623,male,group D,bachelor's degree,standard,none,69,58,57,184,P
624,male,group C,master's degree,free/reduced,none,54,59,50,163,P
625,male,group C,high school,standard,completed,53,52,49,154,P
626,male,group E,some college,standard,none,68,60,59,187,P
627,male,group C,some high school,free/reduced,completed,56,61,60,177,P
628,female,group C,high school,free/reduced,none,36,53,43,132,F
629,female,group D,bachelor's degree,free/reduced,none,29,41,47,117,F
630,female,group C,associate's degree,standard,none,62,74,70,206,P
631,female,group C,associate's degree,standard,completed,68,67,73,208,P
632,female,group C,some high school,standard,none,47,54,53,154,P
633,male,group E,associate's degree,standard,completed,62,61,58,181,P
634,female,group E,associate's degree,standard,completed,79,88,94,261,P
635,male,group B,high school,standard,completed,73,69,68,210,P
636,female,group C,bachelor's degree,free/reduced,completed,66,83,83,232,P
637,male,group C,associate's degree,standard,completed,51,60,58,169,P
638,female,group D,high school,standard,none,51,66,62,179,P
639,male,group E,bachelor's degree,standard,completed,85,66,71,222,P
640,male,group A,associate's degree,standard,completed,97,92,86,275,P
641,male,group C,high school,standard,completed,75,69,68,212,P
642,male,group D,associate's degree,free/reduced,completed,79,82,80,241,P
643,female,group C,associate's degree,standard,none,81,77,79,237,P
644,female,group D,associate's degree,standard,none,82,95,89,266,P
645,female,group D,master's degree,standard,none,64,63,66,193,P
646,male,group E,some high school,free/reduced,completed,78,83,80,241,P
647,female,group A,some high school,standard,completed,92,100,97,289,P
648,male,group C,high school,standard,completed,72,67,64,203,P
649,female,group C,high school,free/reduced,none,62,67,64,193,P
650,male,group C,master's degree,standard,none,79,72,69,220,P
651,male,group C,some high school,free/reduced,none,79,76,65,220,P
652,male,group B,bachelor's degree,free/reduced,completed,87,90,88,265,P
653,female,group B,associate's degree,standard,none,40,48,50,138,F
654,male,group D,some college,free/reduced,none,77,62,64,203,P
655,male,group E,associate's degree,standard,none,53,45,40,138,F
656,female,group C,some college,free/reduced,none,32,39,33,104,F
657,female,group C,associate's degree,standard,completed,55,72,79,206,P
658,male,group C,master's degree,free/reduced,none,61,67,66,194,P
659,female,group B,associate's degree,free/reduced,none,53,70,70,193,P
660,male,group D,some high school,standard,none,73,66,62,201,P
661,female,group D,some college,standard,completed,74,75,79,228,P
662,female,group C,some college,standard,none,63,74,74,211,P
663,male,group C,bachelor's degree,standard,completed,96,90,92,278,P
664,female,group D,some college,free/reduced,completed,63,80,80,223,P
665,male,group B,bachelor's degree,free/reduced,none,48,51,46,145,P
666,male,group B,associate's degree,standard,none,48,43,45,136,P
667,female,group E,bachelor's degree,free/reduced,completed,92,100,100,292,P
668,female,group D,master's degree,free/reduced,completed,61,71,78,210,P
669,male,group B,high school,free/reduced,none,63,48,47,158,P
670,male,group D,bachelor's degree,free/reduced,none,68,68,67,203,P
671,male,group B,some college,standard,completed,71,75,70,216,P
672,male,group A,bachelor's degree,standard,none,91,96,92,279,P
673,female,group C,some college,standard,none,53,62,56,171,P
674,female,group C,high school,free/reduced,completed,50,66,64,180,P
675,female,group E,high school,standard,none,74,81,71,226,P
676,male,group A,associate's degree,free/reduced,completed,40,55,53,148,F
677,male,group A,some college,standard,completed,61,51,52,164,P
678,female,group B,high school,standard,none,81,91,89,261,P
679,female,group B,some college,free/reduced,completed,48,56,58,162,P
680,female,group D,master's degree,standard,none,53,61,68,182,P
681,female,group D,some high school,standard,none,81,97,96,274,P
682,female,group E,some high school,standard,none,77,79,80,236,P
683,female,group D,bachelor's degree,free/reduced,none,63,73,78,214,P
684,female,group D,associate's degree,standard,completed,73,75,80,228,P
685,female,group D,some college,standard,none,69,77,77,223,P
686,female,group C,associate's degree,standard,none,65,76,76,217,P
687,female,group A,high school,standard,none,55,73,73,201,P
688,female,group C,bachelor's degree,free/reduced,none,44,63,62,169,P
689,female,group C,some college,standard,none,54,64,65,183,P
690,female,group A,some high school,standard,none,48,66,65,179,P
691,male,group C,some college,free/reduced,none,58,57,54,169,P
692,male,group A,some high school,standard,none,71,62,50,183,P
693,male,group E,bachelor's degree,standard,none,68,68,64,200,P
694,female,group E,high school,standard,none,74,76,73,223,P
695,female,group C,bachelor's degree,standard,completed,92,100,99,291,P
696,female,group C,bachelor's degree,standard,completed,56,79,72,207,P
697,male,group B,high school,free/reduced,none,30,24,15,69,F
698,male,group A,some high school,standard,none,53,54,48,155,P
699,female,group D,high school,standard,none,69,77,73,219,P
700,female,group D,some high school,standard,none,65,82,81,228,P
701,female,group D,master's degree,standard,none,54,60,63,177,P
702,female,group C,high school,standard,none,29,29,30,88,F
703,female,group E,some college,standard,none,76,78,80,234,P
704,male,group D,high school,free/reduced,none,60,57,51,168,P
705,male,group D,master's degree,free/reduced,completed,84,89,90,263,P
706,male,group C,some high school,standard,none,75,72,62,209,P
707,female,group C,associate's degree,standard,none,85,84,82,251,P
708,female,group C,master's degree,free/reduced,none,40,58,54,152,F
709,female,group E,some college,standard,none,61,64,62,187,P
710,female,group B,associate's degree,standard,none,58,63,65,186,P
711,male,group D,some college,free/reduced,completed,69,60,63,192,P
712,female,group C,some college,standard,none,58,59,66,183,P
713,male,group C,bachelor's degree,standard,completed,94,90,91,275,P
714,female,group C,associate's degree,standard,none,65,77,74,216,P
715,female,group A,associate's degree,standard,none,82,93,93,268,P
716,female,group C,high school,standard,none,60,68,72,200,P
717,female,group E,bachelor's degree,standard,none,37,45,38,120,F
718,male,group D,bachelor's degree,standard,none,88,78,83,249,P
719,male,group D,master's degree,standard,none,95,81,84,260,P
720,male,group C,associate's degree,free/reduced,completed,65,73,68,206,P
721,female,group C,high school,free/reduced,none,35,61,54,150,F
722,male,group B,bachelor's degree,free/reduced,none,62,63,56,181,P
723,male,group C,high school,free/reduced,completed,58,51,52,161,P
724,male,group A,some college,standard,completed,100,96,86,282,P
725,female,group E,bachelor's degree,free/reduced,none,61,58,62,181,P
726,male,group D,some college,standard,completed,100,97,99,296,P
727,male,group B,associate's degree,free/reduced,completed,69,70,63,202,P
728,male,group D,associate's degree,standard,none,61,48,46,155,P
729,male,group D,some college,free/reduced,none,49,57,46,152,P
730,female,group C,some high school,standard,completed,44,51,55,150,P
731,male,group D,some college,standard,none,67,64,70,201,P
732,male,group B,high school,standard,none,79,60,65,204,P
733,female,group B,bachelor's degree,standard,completed,66,74,81,221,P
734,female,group C,high school,standard,none,75,88,85,248,P
735,male,group D,some high school,standard,none,84,84,80,248,P
736,male,group A,high school,standard,none,71,74,64,209,P
737,female,group B,high school,free/reduced,completed,67,80,81,228,P
738,female,group D,some high school,standard,completed,80,92,88,260,P
739,male,group E,some college,standard,none,86,76,74,236,P
740,female,group D,associate's degree,standard,none,76,74,73,223,P
741,male,group D,high school,standard,none,41,52,51,144,P
742,female,group D,associate's degree,free/reduced,completed,74,88,90,252,P
743,female,group B,some high school,free/reduced,none,72,81,79,232,P
744,female,group E,high school,standard,completed,74,79,80,233,P
745,male,group B,high school,standard,none,70,65,60,195,P
746,female,group B,bachelor's degree,standard,completed,65,81,81,227,P
747,female,group D,associate's degree,standard,none,59,70,65,194,P
748,female,group E,high school,free/reduced,none,64,62,68,194,P
749,female,group B,high school,standard,none,50,53,55,158,P
750,female,group D,some college,standard,completed,69,79,81,229,P
751,male,group C,some high school,free/reduced,completed,51,56,53,160,P
752,female,group A,high school,standard,completed,68,80,76,224,P
753,female,group D,some college,standard,completed,85,86,98,269,P
754,female,group A,associate's degree,standard,completed,65,70,74,209,P
755,female,group B,some high school,standard,none,73,79,79,231,P
756,female,group B,some college,standard,none,62,67,67,196,P
757,male,group C,associate's degree,free/reduced,none,77,67,64,208,P
758,male,group D,some high school,standard,none,69,66,61,196,P
759,female,group D,associate's degree,free/reduced,none,43,60,58,161,P
760,male,group D,associate's degree,standard,none,90,87,85,262,P
761,male,group C,some college,free/reduced,none,74,77,73,224,P
762,male,group C,some high school,standard,none,73,66,63,202,P
763,female,group D,some college,free/reduced,none,55,71,69,195,P
764,female,group C,high school,standard,none,65,69,67,201,P
765,male,group D,associate's degree,standard,none,80,63,63,206,P
766,female,group C,some high school,free/reduced,completed,50,60,60,170,P
767,female,group C,some college,free/reduced,completed,63,73,71,207,P
768,female,group B,bachelor's degree,free/reduced,none,77,85,87,249,P
769,male,group C,some college,standard,none,73,74,61,208,P
770,male,group D,associate's degree,standard,completed,81,72,77,230,P
771,female,group C,high school,free/reduced,none,66,76,68,210,P
772,male,group D,associate's degree,free/reduced,none,52,57,50,159,P
773,female,group C,some college,standard,none,69,78,76,223,P
774,female,group C,associate's degree,standard,completed,65,84,84,233,P
775,female,group D,high school,standard,completed,69,77,78,224,P
776,female,group B,some college,standard,completed,50,64,66,180,P
777,female,group E,some college,standard,completed,73,78,76,227,P
778,female,group C,some high school,standard,completed,70,82,76,228,P
779,male,group D,associate's degree,free/reduced,none,81,75,78,234,P
780,male,group D,some college,free/reduced,none,63,61,60,184,P
781,female,group D,high school,standard,none,67,72,74,213,P
782,male,group B,high school,standard,none,60,68,60,188,P
783,male,group B,high school,standard,none,62,55,54,171,P
784,female,group C,some high school,free/reduced,completed,29,40,44,113,F
785,male,group B,some college,standard,completed,62,66,68,196,P
786,female,group E,master's degree,standard,completed,94,99,100,293,P
787,male,group E,some college,standard,completed,85,75,68,228,P
788,male,group D,associate's degree,free/reduced,none,77,78,73,228,P
789,male,group A,high school,free/reduced,none,53,58,44,155,P
790,male,group E,some college,free/reduced,none,93,90,83,266,P
791,female,group C,associate's degree,standard,none,49,53,53,155,P
792,female,group E,associate's degree,free/reduced,none,73,76,78,227,P
793,female,group C,bachelor's degree,free/reduced,completed,66,74,81,221,P
794,female,group D,associate's degree,standard,none,77,77,73,227,P
795,female,group C,some high school,standard,none,49,63,56,168,P
796,female,group D,some college,free/reduced,none,79,89,86,254,P
797,female,group C,associate's degree,standard,completed,75,82,90,247,P
798,female,group A,bachelor's degree,standard,none,59,72,70,201,P
799,female,group D,associate's degree,standard,completed,57,78,79,214,P
800,male,group C,high school,free/reduced,none,66,66,59,191,P
801,female,group E,bachelor's degree,standard,completed,79,81,82,242,P
802,female,group B,some high school,standard,none,57,67,72,196,P
803,male,group A,bachelor's degree,standard,completed,87,84,87,258,P
804,female,group D,some college,standard,none,63,64,67,194,P
805,female,group B,some high school,free/reduced,completed,59,63,64,186,P
806,male,group A,bachelor's degree,free/reduced,none,62,72,65,199,P
807,male,group D,high school,standard,none,46,34,36,116,F
808,male,group C,some college,standard,none,66,59,52,177,P
809,male,group D,high school,standard,none,89,87,79,255,P
810,female,group D,associate's degree,free/reduced,completed,42,61,58,161,P
811,male,group C,some college,standard,completed,93,84,90,267,P
812,female,group E,some high school,standard,completed,80,85,85,250,P
813,female,group D,some college,standard,none,98,100,99,297,P
814,male,group D,master's degree,standard,none,81,81,84,246,P
815,female,group B,some high school,standard,completed,60,70,74,204,P
816,female,group B,associate's degree,free/reduced,completed,76,94,87,257,P
817,male,group C,associate's degree,standard,completed,73,78,72,223,P
818,female,group C,associate's degree,standard,completed,96,96,99,291,P
819,female,group C,high school,standard,none,76,76,74,226,P
820,male,group E,associate's degree,free/reduced,completed,91,73,80,244,P
821,female,group C,some college,free/reduced,none,62,72,70,204,P
822,male,group D,some high school,free/reduced,completed,55,59,59,173,P
823,female,group B,some high school,free/reduced,completed,74,90,88,252,P
824,male,group C,high school,standard,none,50,48,42,140,P
825,male,group B,some college,standard,none,47,43,41,131,P
826,male,group E,some college,standard,completed,81,74,71,226,P
827,female,group E,associate's degree,standard,completed,65,75,77,217,P
828,male,group E,some high school,standard,completed,68,51,57,176,P
829,female,group D,high school,free/reduced,none,73,92,84,249,P
830,male,group C,some college,standard,none,53,39,37,129,F
831,female,group B,associate's degree,free/reduced,completed,68,77,80,225,P
832,male,group A,some high school,free/reduced,none,55,46,43,144,P
833,female,group C,some college,standard,completed,87,89,94,270,P
834,male,group D,some high school,standard,none,55,47,44,146,P
835,female,group E,some college,free/reduced,none,53,58,57,168,P
836,male,group C,master's degree,standard,none,67,57,59,183,P
837,male,group C,associate's degree,standard,none,92,79,84,255,P
838,female,group B,some college,free/reduced,completed,53,66,73,192,P
839,male,group D,associate's degree,standard,none,81,71,73,225,P
840,male,group C,high school,free/reduced,none,61,60,55,176,P
841,male,group D,bachelor's degree,standard,none,80,73,72,225,P
842,female,group A,associate's degree,free/reduced,none,37,57,56,150,F
843,female,group C,high school,standard,none,81,84,82,247,P
844,female,group C,associate's degree,standard,completed,59,73,72,204,P
845,male,group B,some college,free/reduced,none,55,55,47,157,P
846,male,group D,associate's degree,standard,none,72,79,74,225,P
847,male,group D,high school,standard,none,69,75,71,215,P
848,male,group C,some college,standard,none,69,64,68,201,P
849,female,group C,bachelor's degree,free/reduced,none,50,60,59,169,P
850,male,group B,some college,standard,completed,87,84,86,257,P
851,male,group D,some high school,standard,completed,71,69,68,208,P
852,male,group E,some college,standard,none,68,72,65,205,P
853,male,group C,master's degree,free/reduced,completed,79,77,75,231,P
854,female,group C,some high school,standard,completed,77,90,85,252,P
855,male,group C,associate's degree,free/reduced,none,58,55,53,166,P
856,female,group E,associate's degree,standard,none,84,95,92,271,P
857,male,group D,some college,standard,none,55,58,52,165,P
858,male,group E,bachelor's degree,free/reduced,completed,70,68,72,210,P
859,female,group D,some college,free/reduced,completed,52,59,65,176,P
860,male,group B,some college,standard,completed,69,77,77,223,P
861,female,group C,high school,free/reduced,none,53,72,64,189,P
862,female,group D,some high school,standard,none,48,58,54,160,P
863,male,group D,some high school,standard,completed,78,81,86,245,P
864,female,group B,high school,standard,none,62,62,63,187,P
865,male,group D,some college,standard,none,60,63,59,182,P
866,female,group B,high school,standard,none,74,72,72,218,P
867,female,group C,high school,standard,completed,58,75,77,210,P
868,male,group B,high school,standard,completed,76,62,60,198,P
869,female,group D,some high school,standard,none,68,71,75,214,P
870,male,group A,some college,free/reduced,none,58,60,57,175,P
871,male,group B,high school,standard,none,52,48,49,149,P
872,male,group D,bachelor's degree,standard,none,75,73,74,222,P
873,female,group B,some high school,free/reduced,completed,52,67,72,191,P
874,female,group C,bachelor's degree,free/reduced,none,62,78,79,219,P
875,male,group B,some college,standard,none,66,65,60,191,P
876,female,group B,some high school,free/reduced,none,49,58,55,162,P
877,female,group B,high school,standard,none,66,72,70,208,P
878,female,group C,some college,free/reduced,none,35,44,43,122,F
879,female,group A,some college,standard,completed,72,79,82,233,P
880,male,group E,associate's degree,standard,completed,94,85,82,261,P
881,female,group D,associate's degree,free/reduced,none,46,56,57,159,P
882,female,group B,master's degree,standard,none,77,90,84,251,P
883,female,group B,high school,free/reduced,completed,76,85,82,243,P
884,female,group C,associate's degree,standard,completed,52,59,62,173,P
885,male,group C,bachelor's degree,standard,completed,91,81,79,251,P
886,female,group B,some high school,standard,completed,32,51,44,127,F
887,female,group E,some high school,free/reduced,none,72,79,77,228,P
888,female,group B,some college,standard,none,19,38,32,89,F
889,male,group C,associate's degree,free/reduced,none,68,65,61,194,P
890,female,group C,master's degree,free/reduced,none,52,65,61,178,P
891,female,group B,high school,standard,none,48,62,60,170,P
892,female,group D,some college,free/reduced,none,60,66,70,196,P
893,male,group D,high school,free/reduced,none,66,74,69,209,P
894,male,group E,some high school,standard,completed,89,84,77,250,P
895,female,group B,high school,standard,none,42,52,51,145,P
896,female,group E,associate's degree,free/reduced,completed,57,68,73,198,P
897,male,group D,high school,standard,none,70,70,70,210,P
898,female,group E,associate's degree,free/reduced,none,70,84,81,235,P
899,male,group E,some college,standard,none,69,60,54,183,P
900,female,group C,associate's degree,standard,none,52,55,57,164,P
901,male,group C,some high school,standard,completed,67,73,68,208,P
902,male,group C,some high school,standard,completed,76,80,73,229,P
903,female,group E,associate's degree,standard,none,87,94,95,276,P
904,female,group B,some college,standard,none,82,85,87,254,P
905,female,group C,some college,standard,none,73,76,78,227,P
906,male,group A,some college,free/reduced,none,75,81,74,230,P
907,female,group D,some college,free/reduced,none,64,74,75,213,P
908,female,group E,high school,free/reduced,none,41,45,40,126,F
909,male,group C,high school,standard,none,90,75,69,234,P
910,male,group B,bachelor's degree,standard,none,59,54,51,164,P
911,male,group A,some high school,standard,none,51,31,36,118,F
912,male,group A,high school,free/reduced,none,45,47,49,141,P
913,female,group C,master's degree,standard,completed,54,64,67,185,P
914,male,group E,some high school,standard,completed,87,84,76,247,P
915,female,group C,high school,standard,none,72,80,83,235,P
916,male,group B,some high school,standard,completed,94,86,87,267,P
917,female,group A,bachelor's degree,standard,none,45,59,64,168,P
918,male,group D,bachelor's degree,free/reduced,completed,61,70,76,207,P
919,female,group B,high school,free/reduced,none,60,72,68,200,P
920,female,group C,some high school,standard,none,77,91,88,256,P
921,female,group A,some high school,standard,completed,85,90,92,267,P
922,female,group D,bachelor's degree,free/reduced,none,78,90,93,261,P
923,male,group E,some college,free/reduced,completed,49,52,51,152,P
924,female,group B,high school,free/reduced,none,71,87,82,240,P
925,female,group C,some high school,free/reduced,none,48,58,52,158,P
926,male,group C,high school,standard,none,62,67,58,187,P
927,female,group C,associate's degree,free/reduced,completed,56,68,70,194,P
928,female,group C,some high school,standard,none,65,69,76,210,P
929,female,group D,some high school,free/reduced,completed,69,86,81,236,P
930,male,group B,some high school,standard,none,68,54,53,175,P
931,female,group A,some college,free/reduced,none,61,60,57,178,P
932,female,group C,bachelor's degree,free/reduced,completed,74,86,89,249,P
933,male,group A,bachelor's degree,standard,none,64,60,58,182,P
934,female,group B,high school,standard,completed,77,82,89,248,P
935,male,group B,some college,standard,none,58,50,45,153,P
936,female,group C,high school,standard,completed,60,64,74,198,P
937,male,group E,high school,standard,none,73,64,57,194,P
938,female,group A,high school,standard,completed,75,82,79,236,P
939,male,group B,associate's degree,free/reduced,completed,58,57,53,168,P
940,female,group C,associate's degree,standard,none,66,77,73,216,P
941,female,group D,high school,free/reduced,none,39,52,46,137,F
942,male,group C,some high school,standard,none,64,58,51,173,P
943,female,group B,high school,free/reduced,completed,23,44,36,103,F
944,male,group B,some college,free/reduced,completed,74,77,76,227,P
945,female,group D,some high school,free/reduced,completed,40,65,64,169,F
946,male,group E,master's degree,standard,none,90,85,84,259,P
947,male,group C,master's degree,standard,completed,91,85,85,261,P
948,male,group D,high school,standard,none,64,54,50,168,P
949,female,group C,high school,standard,none,59,72,68,199,P
950,male,group D,associate's degree,standard,none,80,75,69,224,P
